0,0244275;0,355083841;0,910402467;0,216341494;0,984114015;0,072294116;0,548119867;0,266251975;0,697227661;0,565535868
0,216695261;0,930000621;0,987770758;0,220876976;0,772714137;0,136977882;0,2587047;0,036654681;0,839200611;0,717700086
0,993576753;0,097506969;0,046961997;0,434977087;0,218252475;0,560683239;0,393178294;0,399323644;0,446163174;0,080885472
0,538998955;0,403167343;0,3208841;0,565114424;0,607118438;0,765731202;0,78362354;0,140364056;0,052868976;0,777869577
0,523614063;0,050959095;0,78576961;0,737868003;0,193877382;0,070514998;0,314353041;0,365532693;0,925581388;0,735730075
0,094582611;0,855983784;0,654152635;0,017662142;0,88824923;0,297678251;0,210958925;0,076947613;0,152137101;0,520624357
0,526593269;0,016214209;0,592393577;0,396875831;0,852045886;0,941354051;0,330721107;0,340735808;0,925234761;0,156446426
0,694624701;0,407370898;0,139761123;0,292440251;0,050790673;0,402560849;0,075751374;0,388198846;0,268767796;0,734838913
0,602281451;0,088366459;0,450063995;0,955344092;0,860702431;0,957049203;0,468925799;0,564966788;0,08955034;0,300307471
0,272237054;0,53441104;0,598692749;0,46651588;0,565502587;0,013045996;0,633692471;0,97364846;0,972309945;0,557404173
